0.00000 0.00000
0.01001 0.00000
0.02001 0.00000
0.03002 0.00000
0.04002 0.00000
0.05003 0.00000
0.06003 0.00000
0.07004 0.00000
0.08004 0.00000
0.09005 0.00000
0.10005 0.00000
0.11006 0.00000
0.12006 0.00000
0.13007 0.00000
0.14007 0.00000
0.15008 0.00000
0.16008 0.00000
0.17009 0.00000
0.18009 0.00000
0.19010 0.00000
0.20010 0.00000
0.21011 0.00000
0.22011 0.00000
0.23012 0.00000
0.24012 0.00000
0.25013 0.00000
0.26013 0.00000
0.27014 0.00000
0.28014 0.00000
0.29015 0.00000
0.30015 0.00000
0.31016 0.00000
0.32016 0.00000
0.33017 0.00000
0.34017 0.00000
0.35018 0.00000
0.36018 0.00000
0.37019 0.00000
0.38019 0.00000
0.39020 0.00000
0.40020 0.00000
0.41021 0.00000
0.42021 0.00000
0.43022 0.00000
0.44022 0.00000
0.45023 0.00000
0.46023 0.00000
0.47024 0.00000
0.48024 0.00000
0.49025 0.00000
0.50025 0.00000
0.51026 0.00000
0.52026 0.00000
0.53027 0.00000
0.54027 0.00000
0.55028 0.00000
0.56028 0.00000
0.57029 0.00000
0.58029 0.00000
0.59030 0.00000
0.60030 0.00000
0.61031 0.00000
0.62031 0.00000
0.63032 0.00000
0.64032 0.00000
0.65033 0.00000
0.66033 0.00000
0.67034 0.00000
0.68034 0.00000
0.69035 0.00000
0.70035 0.00000
0.71036 0.00000
0.72036 0.00000
0.73037 0.00000
0.74037 0.00000
0.75038 0.00000
0.76038 0.00000
0.77039 0.00000
0.78039 0.00000
0.79040 0.00000
0.80040 0.00000
0.81041 0.00000
0.82041 0.00000
0.83042 0.00000
0.84042 0.00000
0.85043 0.00000
0.86043 0.00000
0.87044 0.00000
0.88044 0.00000
0.89045 0.00000
0.90045 0.00000
0.91046 0.00000
0.92046 0.00000
0.93047 0.00000
0.94047 0.00000
0.95048 0.00000
0.96048 0.00000
0.97049 0.00000
0.98049 0.00000
0.99050 0.00000
1.00050 0.00000
1.01051 0.00000
1.02051 0.00000
1.03052 0.00000
1.04052 0.00000
1.05053 0.00000
1.06053 0.00000
1.07054 0.00000
1.08054 0.00000
1.09055 0.00000
1.10055 0.00000
1.11056 0.00000
1.12056 0.00000
1.13057 0.00000
1.14057 0.00000
1.15058 0.00000
1.16058 0.00000
1.17059 0.00000
1.18059 0.00000
1.19060 0.00000
1.20060 0.00000
1.21061 0.00000
1.22061 0.00000
1.23062 0.00000
1.24062 0.00000
1.25063 0.00000
1.26063 0.00000
1.27064 0.00000
1.28064 0.00000
1.29065 0.00000
1.30065 0.00000
1.31066 0.00000
1.32066 0.00000
1.33067 0.00000
1.34067 0.00000
1.35068 0.00000
1.36068 0.00000
1.37069 0.00000
1.38069 0.00000
1.39070 0.00000
1.40070 0.00000
1.41071 0.00000
1.42071 0.00000
1.43072 0.00000
1.44072 0.00000
1.45073 0.00000
1.46073 0.00000
1.47074 0.00000
1.48074 0.00000
1.49075 0.00000
1.50075 0.00000
1.51076 0.00000
1.52076 0.00000
1.53077 0.00000
1.54077 0.00000
1.55078 0.00000
1.56078 0.00000
1.57079 0.00000
1.58079 0.00000
1.59080 0.00000
1.60080 0.00000
1.61081 0.00000
1.62081 0.00000
1.63082 0.00000
1.64082 0.00000
1.65083 0.00000
1.66083 0.00000
1.67084 0.00000
1.68084 0.00000
1.69085 0.00000
1.70085 0.00000
1.71086 0.00000
1.72086 0.00000
1.73087 0.00000
1.74087 0.00000
1.75088 0.00000
1.76088 0.00000
1.77089 0.00000
1.78089 0.00000
1.79090 0.00000
1.80090 0.00000
1.81091 0.00000
1.82091 0.00000
1.83092 0.00000
1.84092 0.00000
1.85093 0.00000
1.86093 0.00000
1.87094 0.00000
1.88094 0.00000
1.89095 0.00000
1.90095 0.00000
1.91096 0.00000
1.92096 0.00000
1.93097 0.00000
1.94097 0.00000
1.95098 0.00000
1.96098 0.00000
1.97099 0.00000
1.98099 0.00000
1.99100 0.00000
2.00100 0.00000
2.01101 0.00000
2.02101 0.00000
2.03102 0.00000
2.04102 0.00000
2.05103 0.00000
2.06103 0.00000
2.07104 0.00000
2.08104 0.00000
2.09105 0.00000
2.10105 0.00000
2.11106 0.00000
2.12106 0.00000
2.13107 0.00000
2.14107 0.00000
2.15108 0.00000
2.16108 0.00000
2.17109 0.00000
2.18109 0.00000
2.19110 0.00000
2.20110 0.00000
2.21111 0.00000
2.22111 0.00000
2.23112 0.00000
2.24112 0.00000
2.25113 0.00000
2.26113 0.00000
2.27114 0.00000
2.28114 0.00000
2.29115 0.00000
2.30115 0.00000
2.31116 0.00000
2.32116 0.00000
2.33117 0.00000
2.34117 0.00000
2.35118 0.00000
2.36118 0.00000
2.37119 0.00000
2.38119 0.00000
2.39120 0.00000
2.40120 0.00000
2.41121 0.00000
2.42121 0.00000
2.43122 0.00000
2.44122 0.00000
2.45123 0.00000
2.46123 0.00000
2.47124 0.00000
2.48124 0.00000
2.49125 0.00000
2.50125 0.00000
2.51126 0.00000
2.52126 0.00000
2.53127 0.00000
2.54127 0.00000
2.55128 0.00000
2.56128 0.00000
2.57129 0.00000
2.58129 0.00000
2.59130 0.00000
2.60130 0.00000
2.61131 0.00000
2.62131 0.00000
2.63132 0.00000
2.64132 0.00000
2.65133 0.00000
2.66133 0.00000
2.67134 0.00000
2.68134 0.00000
2.69135 0.00000
2.70135 0.00000
2.71136 0.00000
2.72136 0.00000
2.73137 0.00000
2.74137 0.00000
2.75138 0.00000
2.76138 0.00000
2.77139 0.00000
2.78139 0.00000
2.79140 0.00000
2.80140 0.00000
2.81141 0.00000
2.82141 0.00000
2.83142 0.00000
2.84142 0.00000
2.85143 0.00000
2.86143 0.00000
2.87144 0.00000
